"TRIP_ID","TRAVEL_TIME"
"1373047152620000230",875
"1373046752620000058",995
"1373046672620000038",971
"1373046660620000311",939
"1373081273620000307",1885
"1373082706620000455",844
"1373083053620000239",681
"1373082606620000381",876
"1373082565620000648",1059
"1373082533620000285",906
"1373082819620000671",782
"1373083009620000901",549
"1373082654620000178",941
"1373099220620000014",634
"1373099201620000591",691
"1373099288620000207",763
"1373099377620000658",769
"1373097393620000190",2707
"1373120923620000179",743
"1373120067620000343",1304
"1373132653620000101",1322
"1373133561620000347",768
"1373133249620000037",838
"1373133214620000196",836
"1373133224620000324",726
"1373169519620000341",556
"1373168976620000280",865
"1373168831620000421",1149
"1373169374620000353",588
"1373169249620000542",713
"1373168227620000517",1576
"1373169510620000007",716
"1373168713620000113",1409
"1373168877620000334",1105
"1373207115620000625",1653
"1373219724620000611",716
"1373218955620000426",692
"1373219567620000672",976
"1373207099620000269",678
"1373219178620000364",1218
"1373218972620000256",648
"1373218565620000458",767
"1373255580620000344",875
"1373272027620000027",693
"1373272089620000163",861
"1373272140620000166",716
"1373271865620000320",830
"1373269825620000901",5080
"1373271947620000042",766
"1373271712620000546",932
"1373271704620000499",957
"1373271165620000360",1357
"1373271468620000514",1438
"1373271781620000123",794
"1373271646620000260",935
"1373293583620000514",813
"1373255025620000435",1023
"1373293619620000440",940
"1373305382620000364",887
"1373304730620000598",1028
"1373306110620000050",753
"1373304901620000372",1000
"1373306195620000148",813
"1373306019620000144",1008
"1373304356620000192",1492
"1373306189620000243",1269
"1373306235620000598",689
"1373304891620000524",911
"1373304793620000473",897
"1373341828620000140",807
"1373303775620000138",2490
"1373306320620000255",884
"1373304495620000049",1446
"1373269966620000576",4219
"1373266197620000902",19729
"1373357951620000398",1160
"1373358418620000436",739
"1373358231620000190",760
"1373358514620000901",878
"1373358308620000515",824
"1373358559620000196",796
"1373358554620000205",1462
"1373379222620000207",1915
"1373380040620000363",802
"1373379643620000140",923
"1373380014620000686",798
"1373379631620000446",1117
"1373379557620000245",1252
"1373379780620000391",894
"1373379357620000186",1291
"1373379745620000662",974
"1373391600620000517",886
"1373380154620000027",1353
"1373391666620000276",857
"1373392778620000319",890
"1373392014620000525",1195
"1373379602620000473",977
"1373391007620000518",1353
"1373391432620000108",1129
"1373390532620000239",1561
"1373391817620000618",1590
"1373427770620000640",1417
"1373290990620000312",4553
"1373444172620000267",1230
"1373444618620000179",789
"1373444526620000073",818
"1373444873620000113",739
"1373444556620000675",982
"1373466310620000484",770
"1373466255620000516",784
"1373466556620000254",737
"1373478191620000006",1267
"1373478857620000276",952
"1373478282620000315",889
"1373477572620000243",1071
"1373477517620000195",1306
"1373478514620000321",1201
"1373515160620000483",580
"1373514791620000308",711
"1373478675620000507",932
"1373478137620000144",1501
"1373478575620000296",1022
"1373524323620000432",10782
"1373531153620000330",867
"1373531125620000658",974
"1373531217620000049",770
"1373531283620000051",747
"1373529132620000529",3120
"1373531110620000252",752
"1373529013620000206",4871
"1373550478620000206",6970
"1373552497620000588",1026
"1373564412620000633",759
"1373565203620000268",882
"1373565481620000465",936
"1373563666620000594",2616
"1373563457620000083",1792
"1373564204620000058",989
"1373565405620000500",812
"1373564882620000434",1429
"1373601413620000486",685
"1373563743620000606",1501
"1373564967620000166",1154
"1373564951620000095",1124
"1373564231620000516",2002
"1373616804620000574",1400
"1373617025620000446",1296
"1373617508620000686",856
"1373617766620000160",825
"1373617392620000611",816
"1373616286620000372",2525
"1373617567620000178",703
"1373617438620000006",757
"1373600716620000252",1153
"1373638479620000454",1579
"1373638760620000179",1104
"1373639298620000554",841
"1373639156620000499",821
"1373650847620000235",1552
"1373650674620000146",1759
"1373650702620000187",894
"1373651904620000687",821
"1373650886620000603",865
"1373650667620000195",868
"1373687834620000166",606
"1373687009620000534",1528
"1373687846620000002",619
"1373687526620000367",718
"1373687392620000674",695
"1373703745620000486",835
"1373704011620000542",670
"1373703987620000131",1117
"1373725755620000137",769
"1373725539620000633",963
"1373724409620000007",2072
"1373737887620000140",933
"1373735467620000480",2794
"1373737420620000092",506
"1373736919620000597",824
"1373774040620000472",939
"1373774189620000503",648
"1373774060620000036",568
"1373774219620000076",640
"1373772843620000140",1964
"1373774298620000406",586
"1373773741620000105",700
"1373773722620000263",995
"1373790105620000391",722
"1373704020620000539",836
"1373811835620000344",880
"1373823520620000473",887
"1373823815620000688",678
"1373823851620000206",793
"1373824455620000500",728
"1373824437620000311",961
"1373823857620000303",643
"1373824591620000010",680
"1373650601620000294",1011
"1373876649620000330",716
"1373876252620000625",1162
"1373876734620000257",770
"1373876666620000093",838
"1373876340620000328",1048
"1373876546620000042",856
"1373898078620000108",887
"1373898482620000345",855
"1373897960620000329",967
"1373898421620000389",756
"1373909471620000626",1325
"1373897829620000015",1238
"1373909737620000246",1101
"1373910070620000136",1327
"1373910698620000541",1208
"1373911076620000321",888
"1373946649620000395",925
"1373946423620000239",1018
"1373907015620000455",5741
"1373910058620000012",814
"1373946939620000649",547
"1373909422620000172",2278
"1373963376620000267",734
"1373962733620000473",1093
"1373963003620000199",869
"1373962924620000632",923
"1373962955620000057",839
"1373962423620000288",1359
"1373960838620000038",4362
"1373963237620000071",709
"1373962911620000054",1033
"1373959112620000904",7099
"1373963050620000048",981
"1373984020620000423",1972
"1373984517620000483",951
"1373983885620000128",2683
"1373984958620000572",832
"1373984881620000487",793
"1373995774620000337",1353
"1373997118620000674",1050
"1373997003620000502",1128
"1373996429620000632",908
"1373992848620000207",5984
"1373996491620000129",811
"1374033350620000488",697
"1373995959620000230",1205
"1373996199620000261",1742
"1374033253620000540",605
"1373996083620000224",2065
"1373997057620000050",965
"1374048955620000468",1085
"1374048779620000484",1634
"1374049225620000381",775
"1374049641620000080",709
"1374048899620000046",1156
"1374049711620000190",876
"1374049309620000109",875
"1374048414620000398",2338
"1374070370620000046",1647
"1374070877620000523",976
"1374071158620000075",734
"1374071219620000648",923
"1374082954620000616",891
"1374082800620000177",819
"1374083918620000109",955
"1374083299620000648",1001
"1374083698620000174",803
"1374068980620000423",4376
"1374083241620000267",1310
"1374083583620000158",1032
"1374083833620000260",677
"1374119700620000171",749
"1374082766620000389",863
"1374081622620000554",1993
"1374083604620000041",864
"1374083335620000383",1202
"1374082941620000557",1513
"1374135781620000288",893
"1374136154620000543",814
"1374133761620000361",3726
"1374135734620000098",1104
"1374157581620000080",673
"1374156764620000077",1505
"1374157729620000387",832
"1374157517620000038",746
"1374153090620000320",6537
"1374169108620000269",859
"1374169296620000360",860
"1374168680620000207",1436
"1374169449620000520",844
"1374166813620000345",3872
"1374169802620000626",998
"1374168782620000549",1193
"1374169993620000074",737
"1374205501620000621",1205
"1374205938620000574",915
"1374206126620000514",695
"1374205517620000179",1423
"1374170056620000044",894
"1374168184620000579",1469
"1374206100620000554",746
"1374169349620000294",853
"1374170238620000099",857
"1374157503620000443",987
"1374222185620000686",787
"1374222348620000190",742
"1374222277620000487",820
"1374222459620000072",722
"1374221143620000672",2297
"1374222471620000440",846
"1374222310620000381",785
"1374222540620000557",920
"1374222476620000311",691
"1374168128620000226",3226
"1374243796620000351",1210
"1374244164620000233",759
"1374254949620000424",1317
"1374253474620000668",3145
"1374255756620000325",1344
"1374255267620000188",1107
"1374256616620000574",867
"1374255858620000606",861
"1374255681620000177",904
"1374255018620000577",1454
"1374243273620000173",1416
"1374255521620000230",806
"1374292603620000465",661
"1374292236620000342",688
"1374292130620000658",865
"1374292593620000675",584
"1374292507620000391",1084
"1374292466620000421",680
"1374256180620000383",952
"1374256407620000027",1016
"1374308282620000140",955
"1374255578620000324",1652
"1374308964620000271",696
"1374308347620000076",1062
"1374330227620000657",1142
"1374330311620000359",536
"1374330501620000273",667
"1374330331620000011",652
"1374342122620000017",1383
"1374340276620000310",4800
"1374341917620000658",864
"1374341912620000009",866
"1374342035620000085",518
"1374342846620000903",805
"1374342833620000529",773
"1374379184620000320",573
"1374378822620000013",610
"1374379145620000046",621
"1374377572620000529",2513
"1374378489620000235",1096
"1374379094620000279",684
"1374256011620000516",1263
"1374394831620000173",1081
"1374378682620000904",1281
"1374416433620000011",850
"1374416858620000281",760
"1374427759620000075",1482
"1374428684620000514",700
"1374428655620000320",1648
"1374428904620000409",995
"1374429040620000252",930
"1374416829620000597",657
"1374465564620000477",578
"1374480371620000607",2634
"1374480419620000289",2200
"1374481422620000523",1015
"1374481086620000497",1657
"1374480922620000326",1479
"1374481765620000246",730
"1374481495620000431",804
"1374480265620000160",2322
"1374503277620000453",855
"1374502150620000009",1603
"1374503306620000114",784
"1374503031620000107",840
"1374514712620000685",957
"1374514728620000617",975
"1374515898620000448",913
"1374514653620000055",910
"1374515619620000653",811
"1374515290620000160",1115
"1374551597620000632",712
"1374551805620000255",649
"1374514985620000057",879
"1374512363620000487",3532
"1374568174620000579",774
"1374514480620000608",2231
"1374568033620000356",778
"1374568031620000116",729
"1374567529620000304",923
"1374567649620000319",948
"1374567870620000607",821
"1374567962620000107",753
"1374567592620000128",956
"1374589746620000247",794
"1374589605620000186",750
"1374589735620000272",689
"1374589750620000002",736
"1374589738620000560",751
"1374589461620000012",782
"1374589628620000120",776
"1374602110620000314",821
"1374601337620000431",816
"1374600821620000664",1095
"1374601920620000547",954
"1374601152620000328",1695
"1374602158620000393",831
"1374601557620000688",1174
"1374602370620000377",829
"1374600147620000242",1932
"1374601341620000487",872
"1374602000620000109",841
"1374653727620000297",2276
"1374654334620000023",731
"1374653970620000685",1090
"1374653882620000455",1549
"1374654525620000496",856
"1374675994620000518",924
"1374675943620000392",809
"1374675742620000451",1045
"1374675906620000488",888
"1374687579620000156",1035
"1374688500620000250",1051
"1374687699620000153",804
"1374688257620000343",1160
"1374687634620000363",826
"1374687460620000665",979
"1374724622620000612",722
"1374687340620000174",980
"1374724720620000178",703
"1374724401620000010",900
"1374687675620000361",871
"1374740458620000272",866
"1374738481620000455",3913
"1374740488620000370",990
"1374740977620000229",761
"1374740562620000324",860
"1374740710620000682",714
"1374740564620000089",849
"1374738436620000904",6423
"1374762325620000144",900
"1374762087620000012",1567
"1374762197620000156",834
"1374761905620000229",1437
"1374762551620000104",799
"1374761992620000426",1009
"1374762139620000031",894
"1374761567620000174",1535
"1374761677620000576",1364
"1374762066620000603",991
"1374761863620000662",1131
"1374762531620000540",932
"1374774664620000015",1046
"1374774648620000325",1044
"1374773276620000076",1451
"1374762031620000233",859
"1374773546620000662",1025
"1374773779620000392",963
"1374775075620000503",763
"1374810899620000160",686
"1374810559620000686",829
"1374773691620000429",1053
"1374774124620000331",835
"1374774045620000606",710
"1374772775620000434",2818
"1374825315620000488",3399
"1374827357620000424",704
"1374826966620000486",789
"1374827118620000007",801
"1374826714620000338",942
"1374827222620000235",710
"1374848726620000607",999
"1374848984620000160",810
"1374848502620000406",896
"1374848907620000370",817
"1374845807620000562",5144
"1374848912620000269",728
"1374847587620000397",2458
"1374848901620000507",805
"1374859474620000206",3493
"1374860364620000458",938
"1374861134620000114",952
"1374860674620000341",935
"1374860625620000148",897
"1374860307620000904",1233
"1374859673620000340",1496
"1374859960620000388",1213
"1374897279620000463",767
"1374896982620000367",1051
"1374895367620000360",2816
"1374896250620000904",2287
"1374897477620000003",624
"1374897248620000423",765
"1374913639620000038",772
"1374913567620000678",729
"1374913623620000620",632
"1374913448620000037",825
"1374934927620000171",803
"1374935063620000333",1228
"1374935259620000389",832
"1374932485620000904",5993
"1374947066620000421",737
"1374946835620000026",849
"1374947614620000075",850
"1374947567620000108",869
"1374947671620000423",970
"1374946577620000513",889
"1374947005620000431",599
"1374946776620000900",845
"1374983971620000653",632
"1374983641620000665",692
"1374983879620000419",596
"1374982429620000276",1487
"1374983170620000675",1005
"1374983424620000007",974
"1374981031620000611",3934
"1374983812620000252",531
"1374983617620000470",660
"1375020435620000607",2481
"1375021769620000435",773
"1374897376620000688",609
"1375032454620000695",1360
"1375033760620000005",1022
"1375032891620000506",941
"1375034019620000674",685
"1375034085620000367",666
"1375070383620000577",793
"1375070369620000320",706
"1375086241620000429",794
"1375086447620000364",712
"1375085912620000118",1072
"1375086319620000032",861
"1375107541620000280",1093
"1375107955620000688",865
"1375107976620000050",789
"1375107922620000509",914
"1375107794620000527",944
"1375119884620000681",941
"1375120360620000066",917
"1375120209620000376",1118
"1375120754620000198",830
"1375119884620000463",826
"1375120534620000576",823
"1375119318620000131",955
"1375120504620000041",1032
"1375172871620000460",703
"1375172759620000173",944
"1375172672620000497",936
"1375172841620000633",774
"1375172738620000364",764
"1375194304620000120",772
"1375193770620000163",1417
"1375193516620000648",1812
"1375206117620000042",815
"1375205343620000470",1276
"1375206368620000454",1256
"1375206527620000174",1282
"1375207061620000158",931
"1375206808620000376",818
"1375205295620000060",1376
"1375206365620000256",1340
"1375206843620000410",880
"1375206760620000136",1141
"1375206840620000632",855
"1375205752620000436",842
"1375206801620000242",959
"1375206682620000623",895
"1375257507620000001",3496
"1375259367620000353",725
"1375259065620000180",818
"1375259328620000027",895
"1375258170620000085",2200
"1375258712620000334",1036
"1375279071620000607",3197
"1375280868620000370",732
"1375280786620000376",1113
"1375292668620000681",755
"1375293477620000381",943
"1375292206620000066",992
"1375292464620000260",927
"1375292972620000529",1118
"1375292539620000039",830
"1375293273620000195",784
"1375329583620000308",616
"1375329311620000249",801
"1375292305620000480",870
"1375292386620000187",879
"1375292500620000523",832
"1375329508620000540",769
"1375345337620000453",1852
"1375345634620000345",755
"1375345301620000367",893
"1375344826620000015",1361
"1375345218620000540",966
"1375345457620000114",844
"1375345390620000195",898
"1375366940620000648",958
"1375367275620000351",732
"1375367158620000118",762
"1375366706620000589",2312
"1375379026620000429",897
"1375379660620000314",861
"1375378159620000470",1305
"1375379791620000668",1394
"1375379854620000327",999
"1375379830620000472",1011
"1375378082620000159",1323
"1375379105620000346",1805
"1375378780620000331",887
"1375378845620000258",884
"1375415220620000612",1108
"1375415926620000633",620
"1375432058620000377",776
"1375431078620000523",1872
"1375432144620000476",859
"1375431988620000356",778
"1375431835620000695",760
"1375431464620000076",1132
"1375431989620000222",846
"1375453431620000386",881
"1375452734620000289",1895
"1375453414620000607",1165
"1375452439620000304",1940
"1375465426620000624",1490
"1375452850620000540",1374
"1375465851620000520",974
"1375465066620000101",1034
"1375464419620000310",1762
"1375465050620000271",1132
"1375465316620000569",1643
"1375501799620000273",916
"1375502239620000633",534
"1375502296620000376",588
"1375466177620000189",958
"1375502186620000011",617
"1375466266620000676",939
"1375502207620000569",684
"1375518198620000359",727
"1375464990620000619",870
"1375518139620000014",801
"1375539974620000686",681
"1375539191620000589",1603
"1375552104620000588",1280
"1375552648620000178",651
"1375586700620000527",5393
"1375588592620000112",603
"1375588137620000192",1640
"1375588320620000435",860
"1375588576620000261",575
"1375587178620000276",3378
"1375551964620000452",1453
"1375603665620000596",2293
"1375638808620000146",726
"1375639134620000516",1183
"1375636469620000621",2679
"1375638834620000276",897
"1375638279620000311",1250
"1375539959620000038",818
"1375465628620000257",1294
"1375712569620000022",898
"1375712972620000663",727
"1375712488620000381",1228
"1375725554620000640",806
"1375721897620000486",5679
"1375724937620000426",1015
"1375724010620000311",1122
"1375724818620000116",1221
"1375760827620000314",1131
"1375776524620000235",1518
"1375777623620000086",888
"1375723400620000685",1952
"1375777711620000432",679
"1375799383620000554",892
"1375799023620000363",1336
"1375798414620000367",1489
"1375799349620000046",744
"1375798990620000452",971
"1375798454620000030",1884
"1375798587620000697",1410
"1375811722620000513",824
"1375810935620000349",717
"1375811247620000207",1390
"1375810891620000178",844
"1375810627620000216",1004
"1375810756620000304",843
"1375847865620000529",765
"1375844806620000010",3159
"1375847919620000663",762
"1375864184620000432",735
"1375847970620000686",584
"1375863755620000167",892
"1375863781620000343",1466
"1375864181620000611",699
"1375858203620000334",9340
"1375863967620000206",852
"1375885411620000080",943
"1375885314620000625",1020
"1375885706620000598",733
"1375884749620000607",2139
"1375885501620000216",805
"1375885321620000657",869
"1375885457620000031",802
"1375896892620000523",971
"1375897205620000015",1598
"1375897295620000044",834
"1375897962620000574",909
"1375897587620000398",1161
"1375897947620000623",1005
"1375897192620000612",1587
"1375862336620000534",2427
"1375934194620000621",597
"1375934221620000360",796
"1375896498620000008",1334
"1375934317620000252",601
"1375949977620000560",959
"1375971262620000255",1178
"1375971885620000334",859
"1375948815620000502",4595
"1375969913620000331",3444
"1375984094620000525",1054
"1375983352620000543",1018
"1375983380620000245",1089
"1375984722620000680",842
"1375984262620000674",1136
"1375983885620000901",1277
"1375984383620000597",984
"1375984460620000173",1028
"1375984383620000006",963
"1375984772620000431",891
"1376020403620000112",1316
"1375982441620000693",2213
"1376020262620000409",753
"1376020489620000249",781
"1376036447620000398",1093
"1376036751620000152",761
"1376036659620000476",744
"1376036739620000126",722
"1376036779620000116",780
"1376020162620000192",1108
"1376036339620000578",1106
"1376036803620000012",796
"1376058228620000364",895
"1376057322620000267",2344
"1376058369620000128",840
"1376057883620000178",1098
"1376058261620000393",827
"1376054932620000100",4844
"1376070127620000452",878
"1376070792620000307",908
"1376069687620000107",1063
"1376070194620000359",1516
"1376070896620000387",818
"1376070845620000674",880
"1376068097620000192",2989
"1376070949620000328",964
"1375981643620000520",8506
"1376107044620000011",636
"1376106646620000525",819
"1376070580620000507",1314
"1376071098620000044",880
"1376122972620000492",852
"1376121253620000276",5193
"1376121917620000561",3297
"1376144396620000129",964
"1376144922620000603",1050
"1376106487620000387",977
"1376157486620000676",704
"1376157047620000542",891
"1376155919620000249",1142
"1376156174620000497",1088
"1376156277620000604",927
"1376157562620000454",724
"1376155905620000440",2848
"1376193247620000245",698
"1376193547620000648",642
"1376193263620000395",737
"1376193434620000104",604
"1376208943620000648",1360
"1376193438620000081",635
"1376204255620000658",14486
"1376231035620000120",813
"1376231150620000668",643
"1376243495620000345",849
"1376242908620000665",616
"1376243845620000525",847
"1376243941620000688",683
"1376243380620000108",965
"1376242974620000233",816
"1376243619620000393",867
"1376295984620000136",784
"1376295415620000692",1090
"1376295943620000099",797
"1376296123620000107",1225
"1376317329620000434",1018
"1376317287620000256",944
"1376317574620000136",878
"1376329242620000050",834
"1376329115620000495",1878
"1376330298620000591",885
"1376329660620000524",1167
"1376365505620000108",1670
"1376329189620000136",1589
"1376381530620000649",1563
"1376382584620000269",683
"1376382450620000515",680
"1376382443620000451",705
"1376382580620000684",749
"1376404141620000572",758
"1376415835620000367",963
"1376415428620000453",950
"1376415731620000598",940
"1376416603620000230",1048
"1376415399620000199",1052
"1376416681620000118",953
"1376413857620000260",3285
"1376279742620000496",660
"1376416032620000171",1148
"1376416292620000429",950
"1376414925620000021",1216
"1376468619620000574",888
"1376416008620000018",1307
"1376468241620000904",2473
"1376468754620000213",843
"1376468357620000602",1050
"1376468782620000579",706
"1376468741620000104",755
"1376490318620000359",818
"1376489970620000114",1111
"1376489822620000667",1022
"1376490261620000611",811
"1376490184620000460",910
"1376490193620000281",1117
"1376490330620000038",804
"1376501384620000680",2797
"1376501693620000188",1102
"1376502802620000680",1949
"1376501923620000038",842
"1376502504620000160",1114
"1376502216620000682",838
"1376498171620000403",7780
"1376502451620000310",1112
"1376501488620000665",1425
"1376502511620000480",1086
"1376538957620000285",674
"1376538365620000406",1281
"1376555005620000032",792
"1376587997620000229",1180
"1376587893620000310",1249
"1376589409620000492",785
"1376588283620000560",975
"1376588620620000195",820
"1376641741620000663",724
"1376640787620000665",1233
"1376641476620000116",791
"1376641113620000595",986
"1376663215620000076",675
"1376662466620000518",1496
"1376662469620000395",1428
"1376623767620000239",2190
"1376662450620000224",2107
"1376663247620000576",936
"1376662969620000569",957
"1376662956620000309",1124
"1376674294620000128",1415
"1376675513620000667",1309
"1376675667620000086",1033
"1376675534620000343",1023
"1376675675620000243",771
"1376674905620000359",929
"1376675168620000389",1160
"1376727949620000361",586
"1376728084620000504",645
"1376728068620000503",691
"1376744871620000607",7280
"1376749075620000005",1117
"1376762250620000576",809
"1376762286620000617",846
"1376762384620000171",778
"1376761972620000146",1007
"1376762071620000093",921
"1376760913620000504",950
"1376762158620000662",878
"1376814239620000158",759
"1376835977620000239",842
"1376831829620000574",8687
"1376848590620000285",685
"1376848186620000349",900
"1376848551620000307",713
"1376848677620000080",713
"1376847631620000574",761
"1376848523620000500",744
"1376848560620000233",659
"1376884632620000398",679
"1376847870620000440",839
"1376884356620000616",825
"1376900281620000229",1100
"1376900266620000672",1078
"1376900915620000051",737
"1376900629620000618",682
"1376900681620000484",781
"1376922113620000591",887
"1376922193620000431",788
"1376933850620000055",855
"1376934530620000495",1242
"1376932382620000607",3839
"1376934159620000269",835
"1376933821620000541",1012
"1376934720620000500",1190
"1376933419620000051",1881
"1376970939620000037",675
"1376970830620000179",1064
"1376933492620000239",1913
"1376934922620000331",825
"1376933748620000166",1005
"1376934659620000669",932
"1376985725620000904",3879
"1376987166620000604",754
"1376986900620000006",869
"1376987182620000279",838
"1376986318620000902",10931
"1376987283620000678",899
"1376987022620000574",943
"1376985904620000163",2617
"1376935054620000615",898
"1377008344620000523",1018
"1377008527620000570",940
"1377008397620000363",1663
"1377008701620000120",751
"1377008341620000041",1207
"1377021281620000561",793
"1377021053620000363",933
"1377021377620000315",918
"1377020552620000160",818
"1377021454620000188",917
"1377021240620000113",846
"1377056359620000434",1346
"1377020150620000114",936
"1377019406620000094",1652
"1377073272620000114",862
"1377095258620000260",753
"1377094659620000327",1030
"1377094848620000543",988
"1377094935620000560",810
"1377095228620000569",905
"1377094473620000481",1229
"1377106898620000311",1698
"1377106841620000671",751
"1377092172620000333",5111
"1377095340620000570",922
"1377107545620000561",1219
"1377106502620000497",916
"1377106187620000279",1229
"1377159974620000107",616
"1377160002620000549",660
"1377159806620000598",716
"1377159737620000138",1412
"1377181224620000680",1029
"1377181668620000499",789
"1377181552620000297",873
"1377181658620000426",803
"1377180798620000137",2471
"1377193797620000516",1000
"1377192837620000243",1157
"1377193908620000454",851
"1377194050620000557",882
"1377193003620000515",906
"1377227899620000554",3899
"1377246279620000618",822
"1377245251620000085",1828
"1377268137620000569",885
"1377267914620000387",805
"1377267392620000541",1316
"1377267890620000118",687
"1377267422620000243",1393
"1377267986620000460",913
"1377267493620000648",1087
"1377280368620000557",893
"1377280721620000243",967
"1377280632620000481",1186
"1377316600620000685",717
"1377316464620000005",707
"1377316436620000663",783
"1377278830620000085",1511
"1377268037620000226",1462
"1377278086620000446",5970
"1377332451620000038",816
"1377332588620000640",800
"1377353945620000196",1068
"1377354574620000686",680
"1377354497620000344",827
"1377366523620000520",1064
"1377366497620000572",1066
"1377366726620000640",895
"1377365281620000037",1390
"1377402468620000483",885
"1377402738620000233",712
"1377366383620000671",1152
"1377419205620000158",786
"1377419001620000516",730
"1377418515620000621",1365
"1377413631620000658",14889
"1377440318620000249",1200
"1377439055620000400",2934
"1377440393620000276",1006
"1377448624620000663",5147
"1377453249620000047",742
"1377453048620000137",801
"1377452359620000904",1125
"1377453171620000591",883
"1377453093620000680",1171
"1377453436620000678",926
"1377453307620000345",795
"1377366453620000579",1157
"1377505117620000229",1205
"1377505661620000255",764
"1377505521620000280",918
"1376761136620000407",1752
"1377505721620000068",821
"1377505031620000042",1182
"1377504795620000286",1758
"1377504074620000387",3234
"1377526651620000207",1499
"1377527359620000310",804
"1377527237620000068",735
"1377536504620000239",3687
"1377526987620000618",826
"1377539480620000364",2296
"1377539691620000215",762
"1377539829620000607",942
"1377539570620000658",829
"1377538654620000434",906
"1377575968620000395",663
"1377538997620000320",915
"1377537917620000615",1987
"1377539024620000349",829
"1377538998620000384",823
"1377592044620000534",804
"1377589039620000455",5039
"1377526829620000458",942
"1377591490620000085",1586
"1377613518620000664",747
"1377613475620000487",825
"1377613454620000410",937
"1377613491620000406",919
"1377613038620000360",1310
"1377625187620000146",802
"1377625079620000607",1106
"1377625131620000680",1091
"1377625062620000621",866
"1377625245620000235",907
"1377661614620000409",1288
"1377662298620000066",625
"1377613021620000574",1140
"1377678308620000605",798
"1377539623620000648",1022
"1377678035620000255",898
"1377678517620000446",783
"1377678580620000198",690
"1377625956620000426",966
"1377678420620000367",750
"1377678101620000541",1183
"1377677869620000279",1182
"1377699331620000436",1384
"1377699913620000486",804
"1377699300620000114",1432
"1377700123620000129",908
"1377699559620000406",1174
"1377711530620000233",883
"1377712504620000075",789
"1377712050620000076",1235
"1377711762620000657",864
"1377712173620000594",940
"1377748168620000260",1026
"1377748560620000171",618
"1377764329620000042",901
"1377764601620000604",726
"1377764824620000676",768
"1377764562620000434",801
"1376498899620000172",8053
"1377764933620000129",716
"1377764292620000574",1538
"1377786477620000329",882
"1377786374620000626",814
"1377786228620000128",869
"1377781653620000904",7435
"1377786386620000472",800
"1377786472620000040",674
"1377786524620000497",690
"1377786409620000370",817
"1377797711620000502",891
"1377798171620000267",859
"1377797332620000572",1148
"1377798442620000095",1111
"1377798104620000120",823
"1377799183620000140",907
"1377799014620000480",913
"1377798785620000067",848
"1377798980620000179",870
"1377834841620000249",689
"1377834645620000081",804
"1377798039620000446",858
"1377797592620000258",980
"1377796209620000695",3682
"1377851337620000268",751
"1377850655620000260",1010
"1377851232620000151",771
"1377711888620000658",1058
"1377869213620000634",5877
"1377872884620000224",784
"1377872862620000229",667
"1377872828620000387",897
"1377872644620000364",918
